cve_id,cvss_base_score,days_since_disclosure,cwe_ids,exploit_available,public_facing,data_sensitivity,has_patch,attack_vector_ADJACENT_NETWORK,attack_vector_LOCAL,attack_vector_NETWORK,attack_vector_PHYSICAL,attack_complexity_HIGH,attack_complexity_LOW,privileges_required_HIGH,privileges_required_LOW,privileges_required_NONE,user_interaction_NONE,user_interaction_REQUIRED,scope_CHANGED,scope_UNCHANGED,confidentiality_impact_HIGH,confidentiality_impact_LOW,confidentiality_impact_NONE,integrity_impact_HIGH,integrity_impact_LOW,integrity_impact_NONE,availability_impact_HIGH,availability_impact_LOW,availability_impact_NONE,risk_score
CVE-2013-3893,8.8,0,"CWE-399,CWE-416",1,0,2,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.18
CVE-2013-3888,8.4,0,"CWE-399,CWE-367",0,1,0,0,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,6.36
CVE-2013-3894,8.1,0,"CWE-94,CWE-94",1,0,0,0,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.24
CVE-2013-3896,5.5,0,Unknown,0,1,1,0,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,5.53
CVE-2013-3897,8.8,0,"CWE-416,CWE-416",0,0,0,1,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,5.5200000000000005
CVE-2013-4392,5.0,0,"CWE-59,CWE-59",0,0,2,0,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,4.66
CVE-2013-6014,9.3,0,CWE-200,1,0,1,0,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,9.05
CVE-2013-3906,7.8,0,"CWE-94,CWE-94",1,0,2,0,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,8.780000000000001
CVE-2013-4508,7.5,0,CWE-326,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.0
CVE-2013-3918,8.8,0,"CWE-119,CWE-787",0,1,0,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,6.5200000000000005
CVE-2013-5223,5.4,0,"CWE-79,CWE-79",0,0,2,0,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,4.82
CVE-2013-4588,7.0,0,CWE-119,1,0,1,0,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.13
CVE-2013-6282,8.8,0,"CWE-20,CWE-20",1,1,2,0,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2013-5065,7.8,0,Unknown,1,0,1,1,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,8.450000000000001
CVE-2013-3900,5.5,0,"CWE-347,CWE-347,CWE-347",0,0,1,0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,4.53
CVE-2013-5609,9.8,0,Unknown,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2013-5613,9.8,0,CWE-416,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2013-5615,9.8,0,Unknown,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2013-5616,9.8,0,CWE-416,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2013-5618,9.8,0,CWE-416,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2013-6671,9.8,0,CWE-94,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2013-6673,5.9,0,CWE-310,0,1,1,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,5.69
CVE-2013-7030,7.3,0,CWE-310,1,0,2,0,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,8.58
CVE-2013-3572,6.1,0,CWE-79,0,0,2,0,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,5.1
CVE-2013-6954,6.5,0,CWE-476,0,1,0,1,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,5.6
CVE-2014-0496,9.8,0,"CWE-416,CWE-416",1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2013-6040,8.1,0,Unknown,1,0,0,1,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.24
CVE-2014-0808,9.1,0,CWE-566,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,8.97
CVE-2013-7137,9.8,0,CWE-287,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2014-0497,9.8,0,"CWE-191,CWE-191",1,1,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2014-1477,9.8,0,Unknown,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2014-1479,7.5,0,Unknown,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,8.33
CVE-2014-1481,7.5,0,Unknown,0,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,5.66
CVE-2014-1482,8.8,0,CWE-787,1,1,2,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2014-1486,9.8,0,CWE-416,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2014-1487,7.5,0,CWE-346,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.0
CVE-2010-4226,7.2,0,"CWE-59,CWE-59",0,1,1,0,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,6.210000000000001
CVE-2014-0322,8.8,0,"CWE-416,CWE-416",1,1,1,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.85
CVE-2014-2019,4.6,0,CWE-264,0,1,1,0,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,5.17
CVE-2014-0502,8.8,0,"CWE-415,CWE-415",1,1,2,1,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2014-1266,7.4,0,CWE-295,1,0,0,0,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,7.960000000000001
CVE-2013-7331,6.5,0,"CWE-200,CWE-209",0,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,5.93
CVE-2014-2323,9.8,0,CWE-89,1,0,3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.91
CVE-2014-2532,4.9,0,CWE-264,0,0,1,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,4.29
CVE-2014-2120,6.1,0,"CWE-79,CWE-79",0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,4.4399999999999995
CVE-2014-1493,9.8,0,CWE-119,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2014-1496,5.5,0,CWE-269,1,0,2,0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,7.86
CVE-2014-1497,8.8,0,CWE-125,0,0,2,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,6.180000000000001
CVE-2014-1505,7.5,0,CWE-200,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,9.33
CVE-2014-1508,9.1,0,CWE-125,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,9.3
CVE-2014-1509,8.8,0,CWE-120,0,1,2,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,7.180000000000001
CVE-2014-1510,9.8,0,CWE-269,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2014-1511,9.8,0,CWE-269,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.92
CVE-2014-1513,8.8,0,CWE-787,1,1,0,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.52
CVE-2014-1514,9.8,0,CWE-787,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2014-1761,7.8,0,"CWE-787,CWE-787",0,1,3,0,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,7.11
CVE-2014-2526,6.1,0,CWE-79,0,0,2,0,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,5.1
CVE-2014-0160,7.5,0,"CWE-125,CWE-125",0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,6.0
CVE-2014-0780,9.8,0,"CWE-22,CWE-22,CWE-22",1,0,3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.91
CVE-2014-1776,9.8,0,"CWE-416,CWE-416",1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2014-1518,8.8,0,Unknown,1,0,2,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.18
CVE-2014-1523,6.5,0,CWE-787,0,0,1,0,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,4.93
CVE-2014-1524,9.8,0,CWE-120,1,0,2,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2014-1529,8.8,0,CWE-269,0,0,2,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,6.180000000000001
CVE-2014-1530,6.1,0,CWE-79,0,0,1,0,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,4.77
CVE-2014-1531,8.8,0,CWE-416,1,0,2,1,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.18
CVE-2014-1532,9.8,0,CWE-416,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2013-7353,6.5,0,"CWE-189,CWE-122,CWE-190",0,1,0,0,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,5.6
CVE-2013-7354,6.5,0,"CWE-189,CWE-122,CWE-190",0,0,1,0,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,4.93
CVE-2014-0130,7.5,0,"CWE-22,CWE-22",0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2014-0196,5.5,0,"CWE-362,CWE-362",0,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.2
CVE-2014-1812,8.8,0,"CWE-255,CWE-522",1,1,1,0,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.85
CVE-2014-1745,7.1,0,"CWE-399,CWE-399",0,0,1,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,5.17
CVE-2014-0224,7.4,0,CWE-326,0,0,1,0,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,5.290000000000001
CVE-2014-3153,7.8,0,Unknown,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,5.45
CVE-2013-5017,9.8,0,Unknown,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2014-0203,5.5,0,CWE-416,0,0,1,1,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.53
CVE-2014-2005,6.8,0,CWE-287,0,1,0,0,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,5.720000000000001
CVE-2014-3477,4.0,0,Unknown,0,0,2,0,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,4.26
CVE-2014-4608,7.3,0,"CWE-190,CWE-190",0,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,6.25
CVE-2013-3993,6.5,0,"CWE-22,CWE-22",1,0,2,0,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,8.26
CVE-2014-3120,8.1,0,"CWE-284,CWE-284",1,0,2,0,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,8.9
CVE-2014-0546,9.8,0,Unknown,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2014-2815,8.8,0,Unknown,1,0,1,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,8.85
CVE-2014-2817,8.8,0,Unknown,1,1,1,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.85
CVE-2014-4806,5.5,0,CWE-522,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.53
CVE-2013-2597,8.4,0,"CWE-119,CWE-121",1,0,1,0,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.69
CVE-2014-4364,5.6,0,CWE-310,0,1,0,0,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,5.24
CVE-2014-4373,5.5,0,Unknown,0,0,1,0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,4.53
CVE-2014-4375,7.8,0,Unknown,1,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.120000000000001
CVE-2014-4388,7.8,0,CWE-20,1,0,0,0,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,8.120000000000001
CVE-2014-4404,7.8,0,"CWE-787,CWE-787",0,1,1,0,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,6.45
CVE-2014-4407,3.3,0,CWE-200,0,0,0,1,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,3.3200000000000003
CVE-2014-4418,7.8,0,CWE-20,1,0,1,1,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,8.450000000000001
CVE-2014-4422,8.1,0,CWE-310,1,0,1,0,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.57
CVE-2014-4406,6.1,0,CWE-79,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,4.4399999999999995
CVE-2014-6271,9.8,0,"CWE-78,CWE-78",1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2014-7169,9.8,0,"CWE-78,CWE-78",1,1,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2013-3632,8.8,0,CWE-264,1,0,1,0,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.85
CVE-2014-6278,8.8,0,"CWE-78,CWE-78",1,0,2,1,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.18
CVE-2014-6287,9.8,0,"CWE-94,CWE-94",1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.92
CVE-2014-7970,5.5,0,CWE-400,0,1,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.53
CVE-2014-7975,5.5,0,Unknown,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.2
CVE-2014-8086,4.7,0,CWE-362,0,1,0,0,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.88
CVE-2014-3566,3.4,0,CWE-310,0,1,0,0,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,4.36
CVE-2014-4113,7.8,0,Unknown,0,0,0,0,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,5.12
CVE-2014-4114,7.8,0,Unknown,1,1,0,0,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.120000000000001
CVE-2014-4123,8.8,0,Unknown,0,0,1,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,5.8500000000000005
CVE-2014-4148,8.8,0,"CWE-94,CWE-94",1,0,2,1,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.18
